X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
19076272.77,790709.2623,port683,Majuro,Marshall Islands,MHL,Asia & Pacific,"Majuro, Marshall Islands",7.084937245,171.3650739,87,65,0,5,0,15,Mineral Products,Machinery & Electrical Equipment,Animal & Animal Products,78.97,81.35,,f7627fc6ebb7446d981d2914af6be37e,Marshall Islands,1261
11568310.82,162260.1509,port523,Johor,Malaysia,MYS,Asia & Pacific,"Johor, Malaysia",1.457450535,103.9199042,4252,1059,419,424,2,2347,Mineral Products,Chemical & Allied Industries,Machinery & Electrical Equipment,8.98,8.28,,0a6341eacdcd4ca98a6fedd398d94d6f,Malaysia,1262
-690730.2706,7047317.446,port307,Dublin,Ireland,IRL,Europe,"Dublin, Ireland",53.34632538,-6.204935593,2353,954,78,745,79,496,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,52.54,29.66,IE DUB,b28b0cb27fb24ad1a54a2c6d6c3fcea9,Ireland,1263
-9569948.535,1805549.034,port1033,Puerto Castilla,Honduras,HND,North America,"Puerto Castilla, Honduras",16.00713483,-85.96831037,76,41,2,1,0,31,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.51,12.71,HN PCA,18022ae44413478c95a844f56e1edf93,Honduras,1264
11517015.57,474379.8372,port556,Kemaman Harbor,Malaysia,MYS,Asia & Pacific,"Kemaman Harbor, Malaysia",4.257503129,103.4591111,502,0,82,67,0,352,Mineral Products,Chemical & Allied Industries,Metals,1.14,1.73,,23a77e3193de470886603a6106d3e605,Malaysia,1265
-1010094.617,6912698.397,port353,Shannon Foynes,Ireland,IRL,Europe,"Shannon Foynes, Ireland",52.61827216,-9.073834332,157,10,21,92,0,32,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,3.82,2.91,IE FOV,cccd84f1916c49ed93c863c8b3e4c816,Ireland,1266
11516316.8,509786.0955,port577,Kirteh Oil Terminal,Malaysia,MYS,Asia & Pacific,"Kirteh Oil Terminal, Malaysia",4.574618296,103.452834,99,0,0,0,0,99,Machinery & Electrical Equipment,Prepared Foodstuffs & Beverages,Mineral Products,0.04,0.25,,773a6addc3f7418da24e5f145cd6e7ce,Malaysia,1267
-9790389.412,1786723.369,port1036,Puerto Cortes,Honduras,HND,North America,"Puerto Cortes, Honduras",15.84451204,-87.94856446,1332,883,156,99,10,182,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,87.85,81.76,HN PCR,3201fee622504ba99fcf81fc26af2e5e,Honduras,1268
-1006791.181,7033040.74,port374,Galway,Ireland,IRL,Europe,"Galway, Ireland",53.26969446,-9.04415906,97,8,3,48,0,37,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.88,2.26,IE GWY,3627374cc4424f7f8e00ccd416983483,Ireland,1269
12922157.07,668554.1561,port596,Kota Kinabalu,Malaysia,MYS,Asia & Pacific,"Kota Kinabalu, Malaysia",5.994756636,116.081712,157,5,38,82,30,1,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.35,0.06,,e3c7db5548f144d4a652407105d8dc13,Malaysia,1270
-9732161.064,1505731.226,port1043,Puerto De Hencan,Honduras,HND,North America,"Puerto De Hencan, Honduras",13.40229522,-87.42549031,185,44,32,7,54,45,Mineral Products,Vegetable Products,Chemical & Allied Industries,11.64,5.53,,12024b41c08f4cd2b5b36387c6fbb4b4,Honduras,1271
-962689.9398,6919653.676,port648,Limerick,Ireland,IRL,Europe,"Limerick, Ireland",52.65618894,-8.647990868,117,6,0,110,0,0,Mineral Products,Vegetable Products,Metals,0.38,4,IE LMK,954e49521e404613bd11d5e6abc42385,Ireland,1272
11509676.24,443600.9394,port603,Kuantan New Port,Malaysia,MYS,Asia & Pacific,"Kuantan New Port, Malaysia",3.981726241,103.3931808,1684,333,356,207,1,785,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,5.32,7.55,,d5f6b293fa2f425a9c37cc66c9611168,Malaysia,1273
19752665.05,-1991569.884,port636,Lautoka,Fiji,FJI,Asia & Pacific,"Lautoka, Fiji",-17.60674719,177.4412092,364,160,15,45,0,143,Prepared Foodstuffs & Beverages,Wood & Wood Products,Mineral Products,45.49,58.27,,21373d4c20734f73b884e22c2139d6a4,Fiji,1274
-697367.0087,7189742.857,port1382,Warren Point,United Kingdom,GBR,Europe,"Warren Point, United Kingdom",54.10329186,-6.264554426,297,27,8,238,0,22,Mineral Products,Chemical & Allied Industries,Stone & Glass,0.16,0.36,,6497f307fcee4c23b82e9df69929d819,United Kingdom,1275
12292084.95,174376.8072,port604,Kuching,Malaysia,MYS,Asia & Pacific,"Kuching, Malaysia",1.566258403,110.4216778,395,121,33,113,10,117,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.63,0.22,,7495c58ffb504c77862b2197f23cc6ff,Malaysia,1276
19908012.87,-2000866.939,port643,Levuka,Fiji,FJI,Asia & Pacific,"Levuka, Fiji",-17.68633414,178.8367224,67,0,0,67,0,0,Prepared Foodstuffs & Beverages,Animal & Animal Products,Mineral Products,0,0,,da76100417fe46a6974a18d110af551e,Fiji,1277
-783705.2849,6848605.919,port1384,Waterford,Ireland,IRL,Europe,"Waterford, Ireland",52.26732278,-7.040144357,367,117,19,229,0,0,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,7.35,4.63,IE WAT,417ad152f1fd4f5693f671bbb921da6b,Ireland,1278
13175785.07,559659.812,port628,Lahad Datu,Malaysia,MYS,Asia & Pacific,"Lahad Datu, Malaysia",5.021070498,118.3600911,150,0,34,38,0,77,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.18,0.45,MY DLU,e770a798e06a46a9b26c59546e43f405,Malaysia,1279
19966589.63,-1846924.662,port687,Malau,Fiji,FJI,Asia & Pacific,"Malau, Fiji",-16.36408559,179.3629264,47,0,3,0,0,43,Prepared Foodstuffs & Beverages,Wood & Wood Products,Animal & Animal Products,2.28,4.54,,e182197b7fe34a888b77809387292feb,Fiji,1280
269718.6517,707851.4108,port265,Cotonou,Benin,BEN,Africa,"Cotonou, Benin",6.345724287,2.422923872,967,544,134,67,72,149,Mineral Products,Vegetable Products,Metals,100,100,BJ COO,9b30f6ca8a644c098fb7db382c8a94c4,Benin,1281
11203569.39,471015.7391,port672,Lumut,Malaysia,MYS,Asia & Pacific,"Lumut, Malaysia",4.227365727,100.6433762,679,0,417,145,0,116,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",15,10.66,MY LUM,89eb0238040448a7ac9189f836184ed3,Malaysia,1282
19862177.51,-2051239.713,port1240,Suva,Fiji,FJI,Asia & Pacific,"Suva, Fiji",-18.11693144,178.4249763,354,181,9,57,30,75,Wood & Wood Products,Vegetable Products,Mineral Products,52.24,22.35,,0adca453d49140ffabe6421d506c3b4b,Fiji,1283
14071192.49,4440950.613,port270,Daesan,Korea,KOR,Asia & Pacific,"Daesan, Korea",37.01322694,126.4036728,3718,194,141,105,0,3277,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",11.26,9.01,,119c530a0d6e409f8a3f2d8d86c785da,Korea,1284
13142407.48,647350.3384,port891,Pelabuhan Sansakan,Malaysia,MYS,Asia & Pacific,"Pelabuhan Sansakan, Malaysia",5.805288589,118.0602551,248,42,19,32,3,150,Mineral Products,Chemical & Allied Industries,Metals,0.37,0.45,,a40078a17d834e23916745f250eee9a4,Malaysia,1285
976492.4876,-76469.44159,port952,Port Gentil,Gabon,GAB,Africa,"Port Gentil, Gabon",-0.686920225,8.771981264,201,17,3,86,0,95,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,14.65,15.49,GA POG,18ba5896224e4406b89fc65bb9b98b17,Gabon,1286
14217341.68,4147137.38,port432,Gwangyang (Kwangyang),Korea,KOR,Asia & Pacific,"Gwangyang (Kwangyang), Korea",34.87669716,127.7165533,7611,1617,753,1470,182,3587,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,17.59,14.52,,259443bc082c4126ad2ef415bc6a7fca,Korea,1287
11369704.97,252051.3846,port892,Pelabuhan Sungai Udang,Malaysia,MYS,Asia & Pacific,"Pelabuhan Sungai Udang, Malaysia",2.263627014,102.1357975,566,0,0,0,0,566,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",1.89,2.6,,20b0b9f5484848da9841e789a6f4d42e,Malaysia,1288
1057521.472,33092.0739,port973,Port Owendo,Gabon,GAB,Africa,"Port Owendo, Gabon",0.297269824,9.499877013,389,147,29,72,11,129,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,84.57,23.05,,199c937909bc4ebb8e87c5252eb5e8f8,Gabon,1289
14095283.1,4501226.853,port494,Incheon,Korea,KOR,Asia & Pacific,"Incheon, Korea",37.44435778,126.6200824,6561,2139,748,1879,186,1608,Mineral Products,Vegetable Products,Metals,14.04,4.83,,e627d091a5614b30ab0a326e31aaccb8,Korea,1290
11331164.09,283949.1911,port945,Port Dickson,Malaysia,MYS,Asia & Pacific,"Port Dickson, Malaysia",2.549916819,101.7895789,407,0,87,0,0,320,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",4.31,1.46,MY PDI,94c7492a45ef4927afd629df046b5277,Malaysia,1291
2339674.669,7665784.07,port646,Liepaja,Latvia,LVA,Europe,"Liepaja, Latvia",56.5355915,21.01765515,1228,115,113,870,0,129,Mineral Products,Wood & Wood Products,Vegetable Products,9.9,16.7,LV LPX,6cd6195735aa4b68b8972b29eb258a04,Latvia,1292
14092446.54,4297002.817,port608,Gunsan,Korea,KOR,Asia & Pacific,"Gunsan, Korea",35.97369768,126.5946012,572,21,186,191,73,100,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,1.06,0.31,,0b74d03591654cec8ace84fd85de5115,Korea,1293
11281151.29,331056.2929,port960,Port Klang,Malaysia,MYS,Asia & Pacific,"Port Klang, Malaysia",2.972594826,101.3403063,10508,6953,592,767,215,1979,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,26.11,24.43,,366898e8a0cb44ec9e4ad124fc0c0c18,Malaysia,1294
2681310.381,7763811.889,port1100,Riga,Latvia,LVA,Europe,"Riga, Latvia",57.01806495,24.08662097,2805,640,267,1599,1,296,Mineral Products,Wood & Wood Products,Vegetable Products,57.44,55.17,LV RIX,648d2efe409d4836bb43cf61371ef48e,Latvia,1295
14320745.43,4191107.746,port715,Masan,Korea,KOR,Asia & Pacific,"Masan, Korea",35.20010332,128.645445,451,8,34,281,118,8,Mineral Products,Metals,Vehicles & Equipment,0.11,0.5,KR MAS,d914109da45a4cb680f9d22e9c1caf23,Korea,1296
11175361.62,599752.9021,port1062,Penang,Malaysia,MYS,Asia & Pacific,"Penang, Malaysia",5.379749741,100.3899815,1734,800,178,164,0,590,Mineral Products,Machinery & Electrical Equipment,Vegetable Products,3.29,3.59,,2f2b88f386bb4311979b69c6ff4ce45e,Malaysia,1297
14405714.46,4305471.222,port915,Pohang,Korea,KOR,Asia & Pacific,"Pohang, Korea",36.03523852,129.4087348,2074,3,651,1351,0,67,Mineral Products,Chemical & Allied Industries,Metals,7.78,2.66,KR KPO,5c75432a1dd04163ad7952794f3a186d,Korea,1298
2401947.05,7843434.658,port1357,Ventspils,Latvia,LVA,Europe,"Ventspils, Latvia",57.40540164,21.57705747,770,41,72,292,0,364,Mineral Products,Chemical & Allied Industries,Vegetable Products,32.66,28.12,LV VNT,92785ab409ba4878b803f663504bdbbb,Latvia,1299
14353378.76,4176057.391,port1065,Busan,Korea,KOR,Asia & Pacific,"Busan, Korea",35.08955067,128.9385952,19576,12316,693,3572,91,2902,Mineral Products,Metals,Vegetable Products,17.1,36.05,KR PUS,36944e57fca54f3a881eab5e7796caf6,Korea,1300
12927075.48,677515.4643,port1164,Port of Sabah,Malaysia,MYS,Asia & Pacific,"Port of Sabah, Malaysia",6.074811315,116.1258948,697,353,58,21,17,247,Machinery & Electrical Equipment,Mineral Products,Prepared Foodstuffs & Beverages,1.93,0.1,,6133b86d160046208e22c2880b0d85a1,Malaysia,1301
1510110.99,-1384825.432,port656,Lobito,Angola,AGO,Africa,"Lobito, Angola",-12.34349429,13.56555783,204,42,20,27,0,113,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,7.45,1.33,AO LOB,d5ef16e6837c40cd8beb0c5ed07d101b,Angola,1302
14113600.22,4435640.461,port1067,Pyeongtaek,Korea,KOR,Asia & Pacific,"Pyeongtaek, Korea",36.97512759,126.7846279,5267,594,997,1957,632,1085,Mineral Products,Metals,Chemical & Allied Industries,16.4,4.04,,a4feac5b8b534bfb89499b9028397b9e,Korea,1303
11526732.88,150293.3048,port1269,Tanjung Pelepas,Malaysia,MYS,Asia & Pacific,"Tanjung Pelepas, Malaysia",1.349982803,103.5464032,5396,3853,109,39,0,1395,Mineral Products,Metals,Chemical & Allied Industries,19.95,21.02,MY TPP,6dcf1ddacca2438cb7eb13cc1cf8a5fe,Malaysia,1304
1479224.936,-981372.1422,port665,Luanda,Angola,AGO,Africa,"Luanda, Angola",-8.781235499,13.28810369,1169,356,73,130,30,578,Mineral Products,Metals,Vegetable Products,86.88,40.74,AO LAD,5b2ce989a16849f5a8c7ef71aa5a75cd,Angola,1305
14375627.49,4507360.569,port1309,Donghae,Korea,KOR,Asia & Pacific,"Donghae, Korea",37.4880914,129.1384589,1136,0,444,585,0,106,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,1.71,3.67,KR TGA,e7ff792c6e23410aa6acdfd5e77cb041,Korea,1306
12393995.2,239473.4464,port1286,Tg Mani,Malaysia,MYS,Asia & Pacific,"Tg Mani, Malaysia",2.150721317,111.3371532,74,19,0,11,0,42,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,0.17,0.05,,6c0431fcd42441a6a969644c35234da2,Malaysia,1307
1358585.163,-601249.6977,port691,Malongo,Angola,AGO,Africa,"Malongo, Angola",-5.39313631,12.20437817,17,2,2,11,0,1,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.17,0.03,,2035f5973103487980763c4b71891f24,Angola,1308
14402302.41,4230188.972,port1338,Ulsan,Korea,KOR,Asia & Pacific,"Ulsan, Korea",35.48647294,129.3780838,11096,1096,516,823,369,8290,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",11.96,23.25,KR USN,5a2512e38bb441b29ea24011a5a996b6,Korea,1309
12828202.94,586300.8911,port1360,Victoria,Malaysia,MYS,Asia & Pacific,"Victoria, Malaysia",5.25942875,115.2377077,313,7,66,28,0,210,Mineral Products,Machinery & Electrical Equipment,Chemical & Allied Industries,0.46,0.85,,7a34746128104a4dbf44c4f23ba825f1,Malaysia,1310
1350868.806,-1707480.328,port788,Namibe,Angola,AGO,Africa,"Namibe, Angola",-15.15855926,12.13506095,135,42,2,15,0,75,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,3.03,6.21,AO MSZ,2d108e8f6f6f484b9e78720df9e36896,Angola,1311
-1939864.793,1652746.874,port272,Dakar,Senegal,SEN,Africa,"Dakar, Senegal",14.6834604,-17.42610193,1463,596,307,285,78,195,Mineral Products,Vegetable Products,Chemical & Allied Industries,100,100,SN DKR,dbf31cf545054bf7bfc323f061646bf2,Senegal,1312
-1733932.482,1329776.459,port150,Bissau,Guinea-Bissau,GNB,Africa,"Bissau, Guinea-Bissau",11.85997214,-15.5761805,136,31,10,60,0,32,Vegetable Products,Prepared Foodstuffs & Beverages,Mineral Products,100,100,GW OXB,8a26f2eb183d435783787d4a329731ac,Guinea-Bissau,1313
1373374.99,-682890.3771,port1217,Soyo Angola LNG Terminal,Angola,AGO,Africa,"Soyo Angola LNG Terminal, Angola",-6.122821698,12.33723744,231,5,0,47,0,178,Mineral Products,Chemical & Allied Industries,Stone & Glass,2.48,51.68,,c618df0fe7c54569b4b357de5fec4bc4,Angola,1314
4374432.556,-763638.2507,port278,Dar Es Salaam,Tanzania,TZA,Africa,"Dar Es Salaam, Tanzania",-6.843548595,39.29619624,891,342,172,78,134,164,Mineral Products,Vegetable Products,Chemical & Allied Industries,87.5,47.8,,99521395f84a4938bccd1b960c12e113,Tanzania,1315
796715.9257,492597.9839,port155,Bonny,Nigeria,NGA,Africa,"Bonny, Nigeria",4.420690388,7.157020932,356,0,0,4,0,351,Mineral Products,Stone & Glass,Chemical & Allied Industries,0.32,71.95,NG BON,c26eb09353114dc18bd1ae95a960e94d,Nigeria,1316
142790.5076,685353.8406,port657,Lome,Togo,TGO,Africa,"Lome, Togo",6.144824676,1.282708954,1404,932,132,112,61,165,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,100,100,TG LFW,61e1a69ce7e44a1cbbbea3c0a87fc986,Togo,1317
4362893.009,-686655.0009,port1421,Zanzibar,Tanzania,TZA,Africa,"Zanzibar, Tanzania",-6.156445914,39.19253473,240,43,11,99,0,86,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,8.28,2.95,TZ ZNZ,9711496f21c34c0882bea4d259426f3f,Tanzania,1318
926750.2531,558186.1377,port205,Calabar,Nigeria,NGA,Africa,"Calabar, Nigeria",5.007882924,8.325139169,145,0,37,17,0,90,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.8,4.68,NG CBQ,b43d54a4400e4c4d8382ceb03b984703,Nigeria,1319
1686852.361,-3078720.606,port668,Luderitz Bay,Namibia,NAM,Africa,"Luderitz Bay, Namibia",-26.64124097,15.15325258,71,12,27,7,0,24,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.84,14.14,,3b2444e730834c59a7149872ed745842,Namibia,1320
-5819252,541339.5197,port284,Degrad Des Cannes,French Guiana,GUF,South America,"Degrad Des Cannes, French Guiana",4.857107667,-52.27523014,220,59,3,62,11,82,Mineral Products,Vegetable Products,Chemical & Allied Industries,98.23,94.99,,9bce9ed1b0e84c94a52131f2e14fed02,French Guiana,1321
607848.4631,669084.2393,port587,Koko,Nigeria,NGA,Africa,"Koko, Nigeria",5.999492393,5.460395648,148,0,5,26,0,116,Mineral Products,Chemical & Allied Industries,Metals,1.06,0.51,NG KOK,0b170cf4ecce484ca4210ad7c013624e,Nigeria,1322
1612964.453,-2626406.212,port1381,Walvis Bay,Namibia,NAM,Africa,"Walvis Bay, Namibia",-22.95358268,14.48950621,518,174,80,107,31,125,Mineral Products,Metals,Vegetable Products,98.16,85.86,,31a8a53b69b341c79eb72fdd6fc028c4,Namibia,1323
-6015200.491,612566.8749,port1123,Saint-Laurent-du-Maroni,French Guiana,GUF,South America,"Saint-Laurent-du-Maroni, French Guiana",5.494341708,-54.03546538,12,0,0,12,0,0,Wood & Wood Products,Mineral Products,Vegetable Products,1.77,5.01,GF SLM,9dfc1ef97c0c4090b824a508e43c7246,French Guiana,1324
371154.1349,719233.7466,port626,Lagos-Apapa-Tin Can Island,Nigeria,NGA,Africa,"Lagos-Apapa-Tin Can Island, Nigeria",6.447337,3.334134321,2106,675,321,175,82,851,Mineral Products,Chemical & Allied Industries,Vegetable Products,78.11,12.07,NG LOS,f649bb4b1dc14451bc0748f2d5a4d2dd,Nigeria,1325
18611515.21,-1748591.686,port669,Luganville (Santo),Vanuatu,VUT,Asia & Pacific,"Luganville (Santo), Vanuatu",-15.51471654,167.1900857,69,25,0,40,0,4,Animal & Animal Products,Mineral Products,Prepared Foodstuffs & Beverages,28.95,29.62,VU LUG,38205770ebd3464382b363cba7bede04,Vanuatu,1326
3708440.764,4126319.099,port291,Vassiliko,Cyprus,CYP,Europe,"Vassiliko, Cyprus",34.72313086,33.31349019,498,4,18,202,0,273,Mineral Products,Chemical & Allied Industries,Stone & Glass,35.99,59.01,CY DHK,b53a0f6a076440e4b5cba4f35abb10cd,Cyprus,1327
796876.0572,522451.8909,port851,Onne,Nigeria,NGA,Africa,"Onne, Nigeria",4.688025553,7.158459417,299,159,45,65,0,28,Mineral Products,Vegetable Products,Chemical & Allied Industries,7.39,6.54,NG ONN,c4ee69c6f6cc44568f9bf1b81d44ebb9,Nigeria,1328
18735285.35,-2008989.713,port980,Port Vila,Vanuatu,VUT,Asia & Pacific,"Port Vila, Vanuatu",-17.75583988,168.3019318,121,58,0,40,0,22,Animal & Animal Products,Mineral Products,Prepared Foodstuffs & Beverages,71.05,70.38,VU VLI,2f1ef7b83b9c44a98d188bf3b29545da,Vanuatu,1329
779911.6443,531160.1294,port954,Port Harcourt,Nigeria,NGA,Africa,"Port Harcourt, Nigeria",4.765986905,7.006065503,241,15,97,45,0,82,Mineral Products,Vegetable Products,Wood & Wood Products,6.49,1.46,NG PHC,fdd2004fd3274886b073310e341171c7,Nigeria,1330
3744961.078,4154311.327,port633,Larnaca,Cyprus,CYP,Europe,"Larnaca, Cyprus",34.92954956,33.64155775,367,10,44,222,12,77,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,18.48,18.05,CY LCA,cfdab4a922ff48ae9f0e5bb816fe9917,Cyprus,1331
628660.7977,660347.2175,port1165,Sapele,Nigeria,NGA,Africa,"Sapele, Nigeria",5.921430709,5.647356031,138,0,8,0,0,130,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.92,0.5,NG SPL,11f4949b41834451a728e526d81808b7,Nigeria,1332
12641201.61,2530191.184,port674,Macau,Macao SAR,MAC,Asia & Pacific,"Macau, Macao SAR",22.15538395,113.5578462,171,30,16,27,0,96,Prepared Foodstuffs & Beverages,Mineral Products,Metals,100,100,MO MFM,205e3ff9369a41fe9bb926cc4aebf052,Macao SAR,1333
3675236.66,4116509.086,port647,Limassol,Cyprus,CYP,Europe,"Limassol, Cyprus",34.65066808,33.01521264,1045,633,18,201,88,104,Mineral Products,Metals,Vegetable Products,43.01,22.64,CY LMS,511a2a2cf77f410ab4dc26004202b31a,Cyprus,1334
636889.0566,615059.6629,port1383,Warri,Nigeria,NGA,Africa,"Warri, Nigeria",5.516631504,5.721271738,285,0,30,20,0,233,Mineral Products,Chemical & Allied Industries,Vegetable Products,4.31,0.77,NG WAR,ee94c788e5694a29b28bcb3a9070c780,Nigeria,1335
8181090.152,466694.1224,port689,Male,Maldives,MDV,Asia & Pacific,"Male, Maldives",4.188648639,73.49198324,600,72,65,262,0,199,Mineral Products,Wood & Wood Products,Vegetable Products,100,100,MV MLE,9ab1e1106f414d2f8398499fd6c6c17d,Maldives,1336
13977446.36,-955187.4639,port292,Dili,Timor-Leste,TLS,Asia & Pacific,"Dili, Timor-Leste",-8.548699467,125.561537,124,26,3,89,0,6,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,88.88,87.28,TL DIL,dec83d4b2e404f10b1bb9feb5936f2f5,Timor-Leste,1337
-6924646.415,1897949.193,port164,Brades,Montserrat,MSR,North America,"Brades, Montserrat",16.80337933,-62.20515712,35,0,0,13,0,21,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,100,46.52,,f6f6f2cc383b4a5d9fa1d5c8a2d4c2c4,Montserrat,1338
1618358.493,4276106.16,port711,Marsaxlokk,Malta,MLT,Europe,"Marsaxlokk, Malta",35.821634,14.53796169,2593,1515,1,160,0,916,Mineral Products,Vegetable Products,Metals,89.28,93,MT MAR,6fd9392d003e4f1ea3e8441877cc1530,Malta,1339
13991636.64,-953855.8146,port461,Hera port,Timor-Leste,TLS,Asia & Pacific,"Hera port, Timor-Leste",-8.536869778,125.6890104,13,0,0,0,0,13,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,11.12,12.72,,b948d07e693f4fcbaf9115fdfc37bf44,Timor-Leste,1340
-6926503.377,1886434.977,port913,Montserrat,Montserrat,MSR,North America,"Montserrat, Montserrat",16.70433595,-62.22183849,14,0,0,14,0,0,Mineral Products,Machinery & Electrical Equipment,Miscellaneous,0,53.48,MS PLY,2cb5aab3463a40feb96f15ccdf3f5ef7,Montserrat,1341
1614021.451,4283780.386,port1349,Valletta,Malta,MLT,Europe,"Valletta, Malta",35.87751281,14.49900138,1174,97,63,535,24,453,Mineral Products,Vegetable Products,Chemical & Allied Industries,10.72,7,,85eee1e7527b422d9bdbb73048c3624e,Malta,1342
4798284.013,1299931.066,port294,Djibouti,Djibouti,DJI,Africa,"Djibouti, Djibouti",11.59746443,43.10371866,1232,466,214,203,79,268,Vegetable Products,Mineral Products,Chemical & Allied Industries,100,100,DJ JIB,4155916ab5ec46ebbe2da5e463d1f4c5,Djibouti,1343
945092.4699,7046807.787,port165,Brake,Germany,DEU,Europe,"Brake, Germany",53.34359213,8.489910106,989,64,130,689,0,104,Mineral Products,Chemical & Allied Industries,Metals,3.2,1.73,DE BKE,41f7d204a6d04ae6b2f3b33996c4e842,Germany,1344
1077947.684,451541.3465,port299,Douala,Cameroon,CMR,Africa,"Douala, Cameroon",4.052880865,9.683368801,907,271,263,139,16,216,Mineral Products,Vegetable Products,Wood & Wood Products,67.91,57.63,CM DLA,8411d9c41e9c48ec8ff8b1575e2fa831,Cameroon,1345
1496620.057,-649784.3769,port717,Matadi,Democratic Republic of the Congo,COD,Africa,"Matadi, Democratic Republic of the Congo",-5.827041369,13.44436672,334,94,58,150,0,31,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,98.41,87.41,CD MAT,413f4e1fb562416da8b187c4c9e0a7a5,Democratic Republic of the Congo,1346
1097744.776,303452.3322,port943,Port De Kribi,Cameroon,CMR,Africa,"Port De Kribi, Cameroon",2.724930864,9.861209106,253,181,35,37,0,0,Wood & Wood Products,Vegetable Products,Mineral Products,23.84,32.23,,965f0df321e04d84b341d222a65d07af,Cameroon,1347
977061.823,7000546.239,port167,Bremen,Germany,DEU,Europe,"Bremen, Germany",53.09476546,8.777095691,1133,60,145,800,0,126,Mineral Products,Metals,Chemical & Allied Industries,3.4,3.09,DE BRE,d29e32373eb14070adc31071cca360b1,Germany,1348
6519532.061,2708245.637,port745,Port Sultan Qaboos,Oman,OMN,Asia & Pacific,"Port Sultan Qaboos, Oman",23.62884171,58.56595296,98,0,28,8,0,61,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,1.88,0.08,,660f56af2d0f479db5780b281c410985,Oman,1349
2164496.168,5062716.755,port312,Durres,Albania,ALB,Europe,"Durres, Albania",41.34064126,19.4439999,267,69,25,169,0,2,Mineral Products,Prepared Foodstuffs & Beverages,Metals,40.7,45.1,AL DRZ,a3a87f419c4b4e93b4a0ed5b5244a46d,Albania,1350
952344.5519,7085283.472,port168,Bremerhaven,Germany,DEU,Europe,"Bremerhaven, Germany",53.54944124,8.555056667,5043,2559,79,1015,961,428,Mineral Products,Wood & Wood Products,Vegetable Products,14.4,29.83,DE BRV,75e2679225bc4686b6d827436ba50495,Germany,1351
6012178.659,1914108.87,port746,Salalah,Oman,OMN,Asia & Pacific,"Salalah, Oman",16.94229498,54.0083198,1690,1104,307,95,13,168,Mineral Products,Chemical & Allied Industries,Metals,34.55,35.04,,0a2bfa1089ba4de095c16518fe105f4b,Oman,1352
2167034.48,4933410.166,port1371,Vlora,Albania,ALB,Europe,"Vlora, Albania",40.4627,19.46680195,64,0,0,11,0,52,Mineral Products,Prepared Foodstuffs & Beverages,Metals,7.54,30.25,,b9168009721e4a64b7ea69d6613156cc,Albania,1353
1022517.649,7151934.535,port179,Brunsbuettel,Germany,DEU,Europe,"Brunsbuettel, Germany",53.90367488,9.185432327,1991,346,176,628,34,806,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",5.63,4.47,DE BRB,73777e5651df4dd385181fbd8531b442,Germany,1354
